x,y,width,height
0.5586574,1.4438958,0.05,0.03911428571428571
1.283977,0.27490705,0.046914285714285714,0.03475714285714286
0.42159948,0.84755635,0.05,0.03547142857142857
-1.4511417,-1.5323673,0.03415714285714286,0.04391428571428572
1.2468059,0.25811487,0.04762857142857144,0.03525714285714286
1.1075748,0.602573,0.04742857142857143,0.034614285714285715
0.6440137,1.4814276,0.05,0.0398
0.76036376,-1.11677,0.03768571428571429,0.05
-0.22121768,1.5828898,0.05,0.0351
-0.12722322,1.6040362,0.05,0.034728571428571435
1.3201798,0.65026426,0.047414285714285714,0.03495714285714286
0.5529631,1.412449,0.05,0.03917142857142858
0.6544898,1.4122204,0.05,0.03868571428571429
1.2021006,0.3641596,0.04751428571428572,0.03521428571428572
0.7255105,0.8912977,0.015128571428571429,0.02142857142857143
-1.3065108,-1.5729256,0.03521428571428572,0.04472857142857143
0.62089884,-1.1477244,0.034814285714285714,0.05
1.0749898,0.5154401,0.04704285714285714,0.03435714285714286
0.15067546,1.4221375,0.038700000000000005,0.05
-0.225142,-0.93504953,0.013714285714285715,0.013942857142857144
0.13092963,0.25167856,0.05,0.027414285714285714
0.0911468,0.18038584,0.05,0.02632857142857143
-1.7476915,0.5043904,0.03211428571428571,0.049542857142857145
0.668122,0.39175203,0.05,0.038642857142857145
-1.6601976,0.4807648,0.03245714285714286,0.04961428571428572
-2.0035732,0.5576268,0.0303,0.04285714285714286
0.63176244,-1.3944093,0.035228571428571435,0.05
-0.03537525,-0.07073899,0.05,0.024571428571428574
0.5978178,-1.4081401,0.03427142857142857,0.05
-1.4051329,-1.4746294,0.03442857142857143,0.044442857142857145
1.483019,0.39027068,0.048471428571428575,0.034728571428571435
1.5014443,0.6426776,0.047528571428571434,0.03467142857142857
0.82553136,-1.3172072,0.03684285714285714,0.05
-0.19310603,1.6508541,0.05,0.034685714285714285
-0.54022235,-0.05344405,0.05,0.03441428571428572
0.7740258,0.22391295,0.04782857142857143,0.035042857142857146
0.9799913,0.24280648,0.046828571428571435,0.03485714285714286
-0.85698926,-1.3649901,0.05,0.033
-0.7912167,-1.6979437,0.05,0.03214285714285715
-0.68879074,-1.710397,0.05,0.032785714285714286
0.30832845,-0.0862216,0.05,0.025371428571428573
0.386613,0.2716785,0.05,0.025214285714285717
-0.81913495,-1.6181794,0.05,0.03284285714285714
-0.7897029,-1.6872021,0.05,0.0327
-1.0286831,-1.4284921,0.05,0.03287142857142857
1.0992734,0.17762873,0.04751428571428572,0.0352
0.92256594,0.31077272,0.0477,0.03525714285714286
-0.39674193,0.40472165,0.05,0.033900000000000007
-0.1812128,1.6500715,0.05,0.03451428571428571
-0.528572,-0.10145184,0.05,0.0349
0.4613855,-1.1945864,0.03638571428571429,0.05
1.4464653,0.5745917,0.04772857142857143,0.03488571428571429
-1.4680312,-1.5476565,0.03467142857142857,0.044585714285714284
0.6788811,-1.240406,0.037585714285714285,0.05
1.552703,0.47142515,0.04808571428571429,0.034942857142857144
-0.21984223,-0.0023944583,0.05,0.024414285714285715
0.68858266,-1.5146276,0.036328571428571425,0.05
0.5899412,0.47815824,0.05,0.03902857142857143
-1.8842614,0.5580876,0.0303,0.04285714285714286
-1.9427336,0.6391499,0.03245714285714286,0.04962857142857143
-1.324512,0.42935812,0.03288571428571429,0.04988571428571428
0.09246447,0.24937887,0.05,0.02684285714285714
0.06828266,0.13242003,0.05,0.027542857142857143
-0.1836544,-0.87015164,0.013714285714285715,0.013942857142857144
1.10637,0.70526904,0.04718571428571429,0.034614285714285715
0.73696476,-1.3823422,0.03545714285714286,0.05
-0.9469552,-1.4967167,0.03434285714285714,0.04328571428571429
0.5669631,1.4487345,0.05,0.03892857142857143
1.007572,0.74664706,0.049300000000000004,0.0355
0.9611773,0.28810492,0.047714285714285716,0.035114285714285716
0.5569133,1.4797436,0.05,0.038914285714285714
1.1051092,0.6795947,0.04728571428571429,0.03471428571428572
-0.24270323,1.6143728,0.05,0.03548571428571429
-0.28822285,1.065797,0.05,0.03467142857142857
-0.2903139,1.0970092,0.05,0.034814285714285714
-0.27331582,-0.448406,0.05,0.03517142857142857
-1.2012906,-1.4879737,0.0349,0.04504285714285715
0.7172362,-1.3361881,0.03471428571428572,0.05
1.3344313,0.25452927,0.04680000000000001,0.03471428571428572
1.0629292,0.48161548,0.04728571428571429,0.03505714285714286
0.9188314,0.848794,0.026800000000000004,0.03797142857142857
0.54186994,1.5274266,0.05,0.039414285714285714
1.3380232,0.60862184,0.046585714285714286,0.03402857142857143
-0.40771323,0.6601342,0.05,0.03475714285714286
0.10909197,0.22964866,0.05,0.02747142857142857
-0.19313197,-0.95235556,0.013714285714285715,0.013942857142857144
-2.0968106,0.6316612,0.0303,0.04285714285714286
0.1047055,0.19573526,0.05,0.02775714285714286
-1.5164422,0.43962857,0.03302857142857143,0.048971428571428575
-2.1756132,0.6762692,0.0303,0.04285714285714286
0.0018858248,-0.12751947,0.05,0.027600000000000003
0.71478873,-1.3755819,0.03547142857142857,0.05
-1.1709965,0.46441656,0.03301428571428571,0.05
1.5828418,0.5946187,0.04724285714285714,0.03458571428571429
0.7183244,-1.3694648,0.036442857142857145,0.05
-1.4556937,-1.552462,0.03521428571428572,0.04522857142857143
0.61230546,-1.3863642,0.03765714285714286,0.05
0.9716263,0.83657753,0.0357,0.05
-0.3780442,0.5205032,0.05,0.034114285714285715
-0.51245815,-0.06602188,0.05,0.03547142857142857
1.1476976,0.4565756,0.04685714285714286,0.03477142857142857
-0.37877908,0.5450808,0.05,0.03412857142857143
0.13551064,-1.2956892,0.043757142857142856,0.05
-0.60917985,-1.5823236,0.05,0.03312857142857143
0.6962569,0.06370154,0.047642857142857147,0.0349
-0.703897,-1.7397892,0.05,0.032342857142857145
-0.8888464,-1.5034657,0.05,0.032785714285714286
0.29926074,-0.05545471,0.05,0.02532857142857143
0.38577437,0.098049685,0.05,0.025285714285714286
-0.9091713,-1.4492756,0.05,0.03214285714285715
-0.5585157,-1.6678522,0.05,0.03307142857142858
1.319443,0.41115558,0.047914285714285715,0.03491428571428572
-0.9525338,-1.4207761,0.05,0.03287142857142857
0.170549,-1.2585233,0.043757142857142856,0.05
1.119971,0.37514323,0.04707142857142857,0.03501428571428571
-0.54120797,-0.03463303,0.05,0.03375714285714286
-0.5640073,0.08458015,0.05,0.03475714285714286
-0.4099096,0.29434776,0.05,0.03432857142857143
0.7527796,-1.3078895,0.036814285714285716,0.05
1.4499958,0.62931955,0.047842857142857145,0.035371428571428574
-1.4307911,-1.4854118,0.034300000000000004,0.04502857142857143
0.70453304,-1.4090229,0.03667142857142857,0.05
-1.645794,0.46296754,0.03232857142857143,0.04994285714285715
0.07906807,-0.03782007,0.05,0.027600000000000003
-2.0096471,0.57897973,0.0303,0.04285714285714286
-1.6161025,0.5173784,0.031971428571428574,0.04832857142857143
0.3928909,-1.1665858,0.0358,0.05
0.20788907,0.3781276,0.05,0.027385714285714288
-1.9452486,0.63141847,0.0303,0.04285714285714286
-0.2258981,-0.840088,0.013714285714285715,0.013942857142857144
0.19119318,0.31966797,0.05,0.02742857142857143
-0.5848912,0.023669796,0.05,0.035185714285714285
1.3184534,0.43825,0.0475,0.03498571428571429
1.0190526,0.24905607,0.047528571428571434,0.03512857142857143
0.539694,1.491961,0.05,0.03942857142857143
1.1011456,0.55491406,0.046585714285714286,0.03457142857142857
0.76019204,-1.3286136,0.03525714285714286,0.05
-1.4119858,-1.581327,0.034814285714285714,0.04448571428571429
-0.25552824,-0.4396425,0.05,0.03567142857142857
-0.21173264,1.6268952,0.05,0.034542857142857146
-0.27335355,1.1093496,0.05,0.0344
-0.22473998,1.5746224,0.05,0.03458571428571429
-0.2348589,1.1552106,0.05,0.035442857142857144
-0.26292574,1.2502762,0.05,0.0342
1.192089,0.736765,0.0477,0.0348
-0.2768562,-0.4646597,0.05,0.03525714285714286
0.6085914,1.3632605,0.05,0.03972857142857143
0.57650864,1.422581,0.05,0.039342857142857145
1.137664,0.017966416,0.046342857142857144,0.033
0.71132344,-1.1147789,0.03525714285714286,0.05
0.84697485,0.17724994,0.04731428571428572,0.034685714285714285
0.94942313,0.3019947,0.0469,0.03471428571428572
-1.9883324,0.5398238,0.0303,0.04285714285714286
-0.22100624,-0.94892657,0.013714285714285715,0.013942857142857144
-1.9428524,0.51080745,0.0303,0.04285714285714286
-1.7016634,0.46835005,0.031900000000000005,0.04965714285714286
0.056401603,0.20138702,0.05,0.027400000000000004
0.7924897,0.71979195,0.05,0.03898571428571429
0.63111204,-1.209247,0.05,0.03572857142857143
0.022015592,-0.123892374,0.05,0.02737142857142857
0.6381681,-1.5490235,0.03677142857142857,0.05
0.5742577,0.30329415,0.05,0.038142857142857145
0.8642406,-1.2279922,0.03658571428571429,0.05
1.475763,0.67276895,0.04814285714285715,0.0351
1.3684326,0.84654933,0.0477,0.03451428571428571
0.80696917,-1.1958982,0.03507142857142857,0.05
-0.3038553,1.0381707,0.05,0.033728571428571434
0.22271985,0.31081036,0.05,0.02765714285714286
-0.5350515,0.009738493,0.05,0.03467142857142857
0.08298729,-1.2422698,0.043757142857142856,0.05
-0.8825571,-1.5202491,0.05,0.032614285714285714
-0.8985552,-1.4054556,0.05,0.03325714285714286
1.0917919,0.024556667,0.047642857142857147,0.03505714285714286
-0.499841,0.00302327,0.05,0.03482857142857143
-0.74817675,-1.5245496,0.05,0.033
-0.72949356,-1.7473725,0.05,0.03315714285714286
0.43022978,0.09460498,0.05,0.025900000000000003
-0.8097835,-1.6311444,0.05,0.03295714285714286
0.32059067,0.11557769,0.05,0.025571428571428575
-0.5786958,-1.6744399,0.05,0.032900000000000006
1.1327533,0.15977937,0.04757142857142857,0.03512857142857143
-0.8154191,-1.2345026,0.05,0.03301428571428571
-0.41542122,0.48812032,0.05,0.035328571428571424
-0.9133638,-1.4014442,0.05,0.03272857142857143
0.06271605,-1.2829202,0.043757142857142856,0.05
-0.5770826,0.1740851,0.05,0.03452857142857143
-0.24188897,1.6418562,0.05,0.03415714285714286
0.23980439,0.35193112,0.05,0.026614285714285715
1.4356692,0.815712,0.04801428571428572,0.03467142857142857
0.66277784,-1.4681337,0.03547142857142857,0.05
0.76652926,-1.482905,0.035828571428571425,0.05
1.376585,0.40328616,0.04788571428571429,0.03435714285714286
0.032754242,-0.058155853,0.05,0.027114285714285716
0.61323565,0.32314354,0.05,0.03784285714285715
0.6417014,-1.3500011,0.036757142857142856,0.05
0.7032547,-1.4776419,0.03698571428571429,0.05
-0.19487838,-0.95964646,0.013714285714285715,0.013942857142857144
0.1943673,0.39138097,0.05,0.027628571428571433
-1.6078017,0.5744146,0.03271428571428572,0.05
-2.070706,0.62172616,0.0303,0.04285714285714286
-0.21435776,-0.86468226,0.013714285714285715,0.013942857142857144
-1.9101762,0.5416472,0.0303,0.04285714285714286
1.0209476,0.29316556,0.047542857142857144,0.03505714285714286
1.1602192,0.51471347,0.04711428571428572,0.034685714285714285
0.6163536,-1.2177579,0.03512857142857143,0.05
0.54608864,1.4063298,0.05,0.03935714285714286
1.1582975,0.060030047,0.047214285714285716,0.03445714285714286
1.0628393,0.30985978,0.047342857142857145,0.03421428571428572
-0.2515713,-0.42861718,0.05,0.034685714285714285
0.6417277,1.442757,0.05,0.039842857142857145
-0.29755303,1.1274765,0.05,0.034999999999999996
-0.11792878,1.5759531,0.05,0.034485714285714286
-0.1922171,1.5976665,0.05,0.034742857142857145
-0.15707853,1.6359235,0.05,0.034942857142857144
-0.28848496,1.1303189,0.05,0.03457142857142857
1.1197628,0.043005314,0.04688571428571429,0.03414285714285714
0.58571154,1.37633,0.05,0.03968571428571429
0.58948576,1.4719325,0.05,0.03925714285714286
-0.31456605,-0.5214271,0.05,0.035371428571428574
1.0255432,0.22203691,0.04785714285714286,0.034871428571428574
1.0562725,0.4488727,0.0471,0.03535714285714286
0.8958407,0.27815393,0.04757142857142857,0.03505714285714286
1.2567642,0.69418705,0.04698571428571429,0.03457142857142857
-1.9074298,0.5575274,0.0303,0.04285714285714286
-0.74654394,0.34457415,0.03262857142857143,0.04952857142857143
-2.1192548,0.54284626,0.0303,0.04285714285714286
0.75340325,-1.3458931,0.03702857142857143,0.05
0.65601933,0.009899172,0.05,0.037828571428571434
0.10751808,0.22713135,0.05,0.02737142857142857
0.54270935,0.44824442,0.05,0.038285714285714284
0.7232874,-1.2785665,0.03464285714285714,0.05
-1.3728257,-1.4474541,0.03388571428571429,0.045014285714285715
0.7055328,-1.4872866,0.0365,0.05
0.7049681,-1.4089594,0.03521428571428572,0.05
1.3866913,0.83748615,0.047528571428571434,0.034314285714285714
1.4708639,0.6278223,0.04755714285714286,0.034942857142857144
0.45776612,-1.1920086,0.035514285714285714,0.05
0.0060883844,-0.1477134,0.05,0.026885714285714287
-0.23183607,1.6041636,0.05,0.034614285714285715
-0.494768,-0.073968016,0.05,0.034242857142857144
-0.84919226,-1.3888448,0.05,0.03284285714285714
0.115870535,-1.2970738,0.043757142857142856,0.05
-0.91340864,-1.4129509,0.05,0.032600000000000004
-1.039901,-1.4695528,0.05,0.032985714285714285
-0.6802744,-1.620584,0.05,0.032542857142857144
-0.81731427,-1.6668929,0.05,0.0322
-0.54691017,-1.7258844,0.05,0.03287142857142857
-0.8144445,-1.6257048,0.05,0.03257142857142858
-0.89047337,-1.5809214,0.05,0.032471428571428575
-0.8521121,-1.400443,0.05,0.03352857142857143
0.09720188,-1.3355451,0.043757142857142856,0.05
-0.509765,0.10294195,0.05,0.034871428571428574
-0.26595172,1.2709792,0.05,0.03425714285714286
1.4583601,0.35805142,0.04785714285714286,0.03467142857142857
0.43766737,-1.2287561,0.035685714285714286,0.05
0.7256697,-1.3408256,0.036828571428571426,0.05
1.3968004,0.8066078,0.047642857142857147,0.03435714285714286
0.6391918,-1.4575212,0.034928571428571434,0.05
-1.4860133,-1.5875232,0.034999999999999996,0.044585714285714284
0.7605838,-1.4632545,0.034614285714285715,0.05
0.6227321,0.452756,0.05,0.038285714285714284
0.6316371,-0.01180986,0.05,0.037942857142857146
0.7008056,-1.4840877,0.03505714285714286,0.05
0.1390801,0.25906304,0.05,0.02732857142857143
-2.1332042,0.62221056,0.0303,0.04285714285714286
-0.8930965,0.33274084,0.03282857142857143,0.05
-2.1308768,0.64887846,0.0303,0.04285714285714286
1.2925165,0.6379745,0.047342857142857145,0.034685714285714285
1.0077014,0.51992995,0.04694285714285715,0.03478571428571429
0.9756992,0.31183812,0.04711428571428572,0.034814285714285714
0.62745655,1.4381205,0.05,0.040214285714285716
-0.29709405,-0.43481562,0.05,0.034928571428571434
1.1297717,0.5548359,0.0477,0.034728571428571435
1.1417352,0.19329855,0.04685714285714286,0.034742857142857145
0.63194203,1.4072537,0.05,0.03994285714285714
-0.2832186,1.0969079,0.05,0.03432857142857143
-0.1515925,1.6795187,0.05,0.03488571428571429
-0.27076498,1.2788635,0.05,0.03507142857142857
-0.25312278,1.5545515,0.05,0.03434285714285714
0.76077914,0.22091506,0.0466,0.03471428571428572
0.6346383,1.4270775,0.05,0.03924285714285714
0.69255143,1.460118,0.05,0.03994285714285714
1.1205319,0.020551754,0.04722857142857143,0.03384285714285714
1.0312005,0.36626148,0.047342857142857145,0.03462857142857143
-0.27154267,-0.48107788,0.05,0.03525714285714286
0.7234076,1.3895539,0.05,0.03961428571428571
-0.35129306,0.38676324,0.05,0.03402857142857143
1.2513735,0.45675078,0.04782857142857143,0.035314285714285715
1.2597442,0.5869278,0.0475,0.03457142857142857
0.08187908,0.07995183,0.05,0.02767142857142857
0.6714596,-1.2714064,0.037,0.05
0.6114515,-0.14932235,0.05,0.037642857142857145
0.67713034,-1.4362295,0.03654285714285715,0.05
-0.21331006,-0.9014312,0.013714285714285715,0.013942857142857144
-0.9063051,0.377647,0.031585714285714286,0.05
-1.9098996,0.5138671,0.0303,0.04285714285714286
-2.0588782,0.56510633,0.0303,0.04285714285714286
1.4462526,0.7771051,0.0475,0.03457142857142857
0.27804202,0.1753961,0.03724285714285715,0.05
0.751234,-1.3832313,0.03621428571428572,0.05
1.5166496,0.34519708,0.04772857142857143,0.035042857142857146
1.346246,0.89396507,0.0479,0.03408571428571429
0.7917411,-1.1877388,0.03521428571428572,0.05
-0.42892998,0.19138922,0.05,0.03377142857142857
0.08929349,-1.3037246,0.043757142857142856,0.05
-0.71463335,-1.6441141,0.05,0.03225714285714286
0.04269789,1.4967036,0.03861428571428571,0.05
0.014120564,-0.11498169,0.05,0.026971428571428577
-0.76641864,-1.7202588,0.05,0.03282857142857143
-0.8018848,-1.3329294,0.05,0.0328
-0.638353,-1.6331346,0.05,0.03308571428571429
-0.59099066,-1.6626207,0.05,0.03275714285714286
-0.78682387,-1.506706,0.05,0.03295714285714286
-0.71090156,-1.7512215,0.05,0.03264285714285714
0.034253865,-0.06330337,0.05,0.02734285714285714
-0.8128824,-1.6349213,0.05,0.03268571428571428
0.031850383,-1.2444963,0.043757142857142856,0.05
-0.4681045,0.28946418,0.05,0.03387142857142857
-0.58244956,-0.09409921,0.05,0.033800000000000004
1.3669086,0.78416246,0.048042857142857144,0.03425714285714286
0.65598553,-1.54035,0.03712857142857143,0.05
1.4763834,0.31922355,0.047457142857142864,0.034742857142857145
1.5518425,0.57313544,0.048,0.034685714285714285
0.7581147,-1.4280083,0.035942857142857144,0.05
-1.9804813,0.53397995,0.0303,0.04285714285714286
-2.1251225,0.6145612,0.0303,0.04285714285714286
-0.6578056,0.13996422,0.032342857142857145,0.04877142857142858
0.5254429,-1.4725897,0.03614285714285714,0.05
-0.19231692,-0.9217754,0.013714285714285715,0.013942857142857144
0.054467734,0.057549898,0.05,0.02742857142857143
0.44422588,-0.33618551,0.05,0.03798571428571429
0.69603795,-1.4066147,0.036071428571428574,0.05
0.9198583,0.26441514,0.0474,0.0347
1.0506878,0.24868646,0.047714285714285716,0.03482857142857143
-0.40080616,0.25282794,0.05,0.03371428571428572
0.6509459,1.2065324,0.047128571428571436,0.034614285714285715
